lieu;titre;adresse;ville;code_postal;code_insee
bibliotheque vaugirard;logresse et les 7 chevreaux : conte et chants, par catherine lavelle;154 rue lecourbe;paris;75015;75115
forum des images;rencontre avec morad kertobi, charge de mission court metrage et premiere oeuvre au cnc;2 rue du cinema;paris;75001;75101
bibliotheque benoite groult;bidouille stories;25 rue du commandant rene mouchotte;paris;75014;75114
le point fort d'aubervilliers;ana tijoux + mimaa + sara hebe + la dame blanche;174 avenue jean jaures;aubervilliers;93300;93001
3615 croisiere;3615 croisiere - saison 3 - vol 18;2 quai saint-bernard;paris;75005;75105
3615 croisiere;3615 croisiere - saison 3 - vol 17;2 quai saint-bernard;paris;75005;75105
la petite halle;fuzati - le tres jazz club;211 avenue jean jaures;paris;75019;75119
galerie les filles du calvaire; the black mechanism , l'expo photo de todd hido;17 rue des filles du calvaire;paris;75003;75103
mediatheque helene berr;atelier pour spectateurs : limaginaire de la danse;70 rue de picpus;paris;75012;75112
centre culturel canadien;fete du canada 2022 - mehdi cayenne & laurence nerbonne;130 rue du faubourg saint-honore;paris;75008;75108
punk paradase;buss trip : wael alkak live, jundi majhul & special guests;44 rue de la folie mericourt;paris;75011;75111
fondation taylor;hommage a pierre lagenie sculpteur - robert verluca peintre - claude bouret historien de l'art;1 rue la bruyere;paris;75009;75109
square toussaint louverture (ex-square des amandiers);mamygeek prend l'air : bibliotheque hors les murs;47 rue des cendriers;paris;75020;75120
non renseigne;saison france - portugal 2022 dans les bibliotheques;non renseigne;non renseigne;75000;
theatre ouvert;festival michel vinaver, il va sans dire;159 avenue gambetta;paris;75020;75120
lycee jacques-decour;strip : au risque d'aimer ca  compagnie libre cours;12 avenue trudaine;paris;75009;75109
cours avril nathalie;stage de dessin a paris;24 rue leon frot;paris;75011;75111
la place centre culturel hip hop;mike en concert a la place;10 passage de la canopee;paris;75001;75101
gymnase reuilly;escalade a la pause dej;11 rue henard;paris;75012;75112
rendez-vous place jean-michel basquiat;du cirque en bas de chez moi #2;pl. jean-michel basquiat;paris;75013;75113
creche collective municipale des pretres saint severin;les samedis en famille  creche des pretres saint-severin;6-12 rue des pretres saint severin;paris;75005;75105
bibliotheque benoite groult;atelier premier pas bibliotheque numerique;25 rue du commandant rene mouchotte;paris;75014;75114
le baiser sale;#placeauxjeunes jam session animee par tom ibarra hommage a john coltrane;58 rue des lombards;paris;75001;75101
parc floral de paris;village botanique au parc floral;route de la pyramide;paris;75012;75112
the ground control;2eme edition du conscious festival du 30 septembre au 2 octobre au ground control;81 rue du charolais;paris;75012;75112
la maison des metallos;[projection + rencontre] un theatre sur la lune;94, rue jean-pierre timbaud;paris;75011;75111
parc de la villette;paris sport dimanches : parc de la villette;prairie du cercle nord;paris;75019;75119
bibliotheque marguerite audoux;rencontre avec le poete amir parsa lecture a trois voix;10 rue portefoin;paris;75003;75103
le hasard ludique;rimon;128 avenue de saint-ouen;paris;75018;75118
parvis de la mairie du 14e;bal contemporain et flashmob - mois parisien du handicap;2 place ferdinand bruno;paris;75014;75114
supersonic;quand la ville dort / nuit pop francaise du supersonic;9 rue biscornet;paris;75012;75112
fondation vuitton;la couleur en fugue, quand la peinture sort du champ;8, avenue du mahatma gandhi bois de boulogne;paris;75016;
a venir;red bull cliff diving paris;a venir;paris;75000;
maison paris nature;lecture nature;parc floral de paris;paris;75012;75112
bobino;festival d'humour de paris;14-20 rue de la gaite;paris;75014;75114
kiosque de jardin du ranelagh  paris 16;concert-promenade : pierre-michel sivadier trio;1 av. prudhon;paris;75016;
musee carnavalet-histoire de paris;atelier enfants : journal d'un revolutionnaire;23 rue de sevigne;paris;75003;75103
crypte archeologique de l'ile de la cite;conte enfants : le garum venu de rome;place jean-paul ii;paris;75004;75104
le 360 paris music factory;hommage a lounes matoub;32 rue myrha;paris;75018;75118
crypte archeologique de l'ile de la cite;atelier enfants : mission archeo;place jean-paul ii;paris;75004;75104
badaboum;enchantee julia;2 rue des taillandiers;paris;75011;75111
paris plages bassin de la villette;bibliotheques hors les murs a paris plages bassin de la villette;quai de seine;paris;75019;75119
maison europeenne de la photographie; tendres portraits   atelier de pratique photographique a la mep;5 rue de fourcy;paris;75004;75104
sunset & sunside;laura anglade au sunset;60 rue des lombards;paris;75001;75101
parc floral de paris;florian pellissier quintet;route de la pyramide;paris;75012;75112
bibliotheque l'heure joyeuse;soiree contes;6-12 rue des pretres saint-severin;paris;75005;75105
mediatheque musicale de paris (mmp);escale musicale au portugal;8 porte saint eustache;paris;75001;75101
tour jean sans peur;le theme de la jeunesse en 2021 a la tour jean sans peur !;20 rue etienne marcel;paris;75002;75102
le bal blomet;limmense petit cabaret;33 rue blomet;paris;75015;75115
philharmonie de paris;cesar franck - portrait;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;concert : les trios de beethoven;221 avenue jean jaures;paris;75019;75119
le baiser sale;la jam du lundi animee par francois constantini;58 rue des lombards;paris;75001;75101
le baiser sale;jam session, hommage a john coltrane;58 rue des lombards;paris;75001;75101
bibliotheque robert sabatier;apres-midi jeux video;29 rue hermel;paris;75018;75118
depart : square jacques bidault;jeu de piste a paris : a la cour des miracles;rue de la lune;paris;75002;75102
square franck bauer;folklore bulgare;26 rue dupleix;paris;75015;75115
bibliotheque benoite groult;qui sont les perturbateurs endocriniens ?;25 rue du commandant rene mouchotte;paris;75014;75114
non renseigne;paris velotour;non renseigne;non renseigne;75000;
la gaite lyrique;images vivantes;3 bis rue papin;paris;75003;75103
paris;10 kms de paris : les inscriptions sont ouvertes;paris centre;paris;75000;
bibliotheque l'heure joyeuse;spectacle | talankoi;6 rue des pretres saint severin;paris;75005;75105
la gaite lyrique;imagespointnet : virusland;3 bis rue papin;paris;75003;75103
mediatheque francoise sagan;ateliers d'ecriture;8 rue leon schwartzenberg;paris;75010;75110
mediatheque jean-pierre melville;petit dejeuner musical : la grande boucle;79 rue nationale;paris;75013;75113
le baiser sale;#jazzdedemain nina gat - valentin martel trio;58 rue des lombards;paris;75001;75101
le petit bain;lacouveuse fete ses 5 ans;7 port de la gare;paris;75013;75113
memorial de la shoah;"cinema en plein air : ""un sac de billes"" de christian duguay";17 rue geoffroy l'asnier;paris;75004;75104
le baiser sale;#jazzdedemain jean-baptiste loutte presente gemini;58 rue des lombards;paris;75001;75101
galerie heloise;sacrees poupees d'odette picaud;37  rue dunois;paris;75013;75113
petit bain;mellano soyoc, rencontre de deux univers musicaux;7 port de la gare;paris;75013;75113
creche municipale bassompierre;les samedis en famille  creche bassompierre;1-3 rue bassompierre;paris;75004;75104
creche collective marguerite long;les samedis en famille  creche marguerite long;6-8 place des magasins de l'opera comique;paris;75017;75117
maison de la culture du japon a paris;conference-degustation : koshu, sakes vieillis;101 bis, quai jacques chirac;paris;75015;75115
mediatheque helene berr;on a aime et vous ?;70 rue de picpus;paris;75012;75112
galerie du pole des langues et civilisations;"exposition ""les cinq couleurs de l'encre"" a l'inalco";65, rue des grands moulins;paris;75013;75113
parc suzanne lenglen;ateliers ludiques a la ferme urbaine suzanne lenglen;2 rue louis armand;paris;75015;75115
stade du parc des princes;women for future : les nouvelles regles du jeu;2 avenue du parc des princes;paris;75016;
paris anim'paul valeyre;croqu'histoire : voyageons en histoires !;24 rue marguerite de rochechouart;paris;75009;75109
mediatheque helene berr;exposition et soiree autour de thierry metz;70 rue de picpus;paris;75012;75112
non renseigne;nous la foret - ou comment se planter;non renseigne;non renseigne;75000;
non renseigne;gang bambi - car wash - le klub;non renseigne;non renseigne;75000;
forum des images;les fantomes du western;2 rue du cinema;paris;75001;75101
academie du climat;foret agir  levenement pour preserver les forets !;2 place baudoyer;paris;75004;75104
theatre du gymnase marie bell;germaine tillion. la memoire et la raison;28 boulevard bonne nouvelle;paris;75010;75110
le baiser sale;concert : magic malik - jazz association 5tet;58 rue des lombards;paris;75001;75101
theatre du fil de l'eau;pour un temps sois peu  lena paugam;20 rue delizy;pantin;93500;93055
la galerie rouge;edouard boubat, la douceur du regard (1946-1957);3, rue du pont louis-philippe;paris;75004;75104
bibliotheque vaugirard;atelier de tango argentin avec charlotte millour;154 rue lecourbe;paris;75015;75115
eglise saint-germain-des-pres;concert // orchestre via luce et ensemble vocal de l'ecole polytechnique;3 place saint-germain-des-pres;paris;75006;75106
supersonic;raskolnikov  dear deer;9 rue biscornet;paris;75012;75112
philharmonie de paris;rencontre avec armand diangienda;221 avenue jean jaures;paris;75019;75119
le baiser sale;la jam du lundi;58 rue des lombards;paris;75001;75101
bibliotheque saint-eloi;atelier bd : astrid bromure;23 rue du colonel rozanoff;paris;75012;75112
mediatheque marguerite duras;permanence emploi;115, rue de bagnolet;paris;75020;75120
mediatheque marguerite duras;tout en parlant de lectures - avril - juin;115, rue de bagnolet;paris;75020;75120
maison europeenne de la photographie;les visites ateliers photographiques de la mep;5 rue de fourcy;paris;75004;75104
maison europeenne de la photographie; quest-ce que lintime ?  - les ateliers philo 16-20 ans de la mep;5 rue de fourcy;paris;75004;75104
mediatheque francoise sagan;magie des images. l'amour des livres tcheques pour enfants;8 rue leon schwartzenberg;paris;75010;75110
forum des images;les fantomes du western;2 rue du cinema;paris;75001;75101
la coupole;diner dansant suivi d'un bal costume;102 bld du montparnasse;paris;75014;75114
maison de victor hugo;regards, a la maison de victor hugo;6 place des vosges;paris;75004;75104
mpaa de saint-germain;spectacle de ballet : giselle ou les wilis;4 rue felibien;paris;75006;75106
fgo-barbara;rowjay + friends en concert a fgo-barbara;1 rue fleury;paris;75018;75118
mediatheque de la canopee la fontaine;troc de graines et boutures;10 passage de la canopee;paris;75001;75101
le baiser sale;la jam du lundi animee par francois constantin hommage a bill evans;58 rue des lombards;paris;75001;75101
centre du jardin du palais royal;un jeu de piste / enquete a paris : enquete sous couvert;4 galerie de chartres;paris;75001;75101
la recyclerie;vente de plants - les journees nationales de l'agriculture urbaine;83 boulevard ornano;paris;75018;75118
bibliotheque arthur rimbaud;soiree fado;2 place baudoyer;paris;75004;75104
marais;un jeu de piste / enquete dans paris : marais a paris sion;place des vosges;paris;75004;75104
le point fort d'aubervilliers;the djoon experience festival;174 avenue jean jaures;aubervilliers;93300;93001
parc de la villette;rhizome by lowless: a strange wedding, thais, alcachofa;prairie du cercle nord;paris;75019;75119
studio de l'ermitage;soadan;8 rue de l'ermitage;paris;75020;75120
le baiser sale;naturel / mbappe / antunes / vella / edward presentent monsieur mala;58 rue des lombards;paris;75001;75101
supersonic;what's going on? nuit soul & funk du supersonic;9 rue biscornet;paris;75012;75112
flamenco en france;"concert flamenco avec mathias berchadsky ""el mati""";33 rue des vignoles;paris;75020;75120
theatre de verdure du jardin shakespeare;le theatre de verdure fait son festival;pre catelan, bois de boulogne;paris;75016;
la bellevilloise;cafe-concert : orlando poleo & afrovenezuela jazz;19-21 rue boyer;paris;75020;75120
supersonic;bonnie li et pelican noir en concert au supersonic;9 rue biscornet;paris;75012;75112
le baiser sale;concert : clelya abraham quartet #jazzdedemain;58 rue des lombards;paris;75001;75101
le 360 paris music factory;houria aichi;32 rue myrha;paris;75018;75118
la maison des metallos;[spectacle] gulliver, le dernier voyage;94, rue jean-pierre timbaud;paris;75011;75111
studio breguet;ateliers en duo parent-enfant hip-hop 5-10 ans;27 rue breguet, 75011;paris;75011;75111
jardin federico garcia lorca;bibliotheques hors les murs, paris plages-rives de seine;port de lhotel-de-ville;paris;75004;75104
parc georges brassens;paris sport dimanches : georges brassens;2, place jacques-marette;paris;75015;75115
theatre 14;universite populaire du theatre 14 : rencontre avec mehdi-georges lahlou;20, avenue marc sangnier;paris;75014;75114
fondation maison des sciences de l'homme;les chemins de la musique. voir, lire et ecouter;54 boulevard raspail;paris;75006;75106
bibliotheque assia djebar;quelles relations entre les jeunes et la police dans les quartiers populaires ?;1 rue reynaldo hahn;paris;75020;75120
maison paris nature;photographiez les plantes sauvages avec votre smartphone;parc floral de paris;paris;75012;75112
bibliotheque benoite groult;rencontre avec olivier afonso et chico a la bibliotheque benoite groult;25 rue du commandant rene mouchotte;paris;75014;75114
le 360 paris music factory;cours de rumba  des guerrieres;32 rue myrha;paris;75018;75118
maison europeenne de la photographie;les projections du week-end a la mep;5 rue de fourcy;paris;75004;75104
parc floral de paris;pestacles, le festival de musique jeune public de l'ete;route de la pyramide;paris;75012;75112
jardin21;les dimanches tendres, le rendez-vous douceur du jardin21;12/a rue ella fitzgerald;paris;75019;75119
amphitheatre buffon;les grands debats d'universite paris cite #8 - espace : du tourisme a la colonisation ?;15 rue helene brion;paris;75013;75113
la ferme de paris;la tonte annuelle a la ferme de paris;1, route du pesage;paris;75012;75112
bibliotheque gutenberg;atelier jeux de societe a la bibliotheque gutenberg;8 rue de la montagne d'aulas;paris;75015;75115
mediatheque de la canopee la fontaine;"expo ""en scene ! semanciper par le theatre""";10 passage de la canopee;paris;75001;75101
le klub;la grotte aux vilain.e.s #1;14 rue saint-denis;paris;75001;75101
jardin21;open air avec deviant disco;12/a rue ella fitzgerald;paris;75019;75119
non renseigne;ludomouv - jouer ensemble;non renseigne;non renseigne;75000;
kiosque a musique du 20e arrondissement;kiosque en fete avec l'orchestre de chambre de paris;square edouard vaillant;paris;75020;75120
amphitheatre buffon;democratie et jeunesse : rupture ou renouveau ?;15 rue helene brion;paris;75013;75113
centre pompidou;animaTM;pompidou;paris;75004;75104
non renseigne;festival paris lete : des grands rendez-vous artistiques et culturels, dans tout paris et sa region;non renseigne;non renseigne;75000;
mediatheque francoise sagan;atelier creatif avec catherine binon;8 rue leon schwartzenberg;paris;75010;75110
paris expo - porte de versailles;le temps des dinosaures, l'expo grandeur nature;pavillon 2,1 - 1 place de la porte de versailles;paris;75015;75115
palais de la porte doree - aquarium tropical;"atelier ""des ufs sous les tropiques !"" (3-5 ans)";293 av. daumesnil;paris;75012;75112
espace naturiste de paris;qi-gong a l'espace naturiste de paris;route dauphine;paris;75012;75112
la recyclerie;rencontre regenerationnelle special feminisme;83 boulevard ornano;paris;75018;75118
fondation jerome seydoux-pathe;camille de morlhon, explorateur d'histoires;73 avenue des gobelins;paris;75013;75113
palais de la porte doree - aquarium tropical;bonne peche, mauvaise pioche;293 av. daumesnil;paris;75012;75112
theatre paris - villette;east african bolero de wesley ruzibiza;211 avenue jean jaures;paris;75019;75119
tlm - au fil du rail; lukraine, la russie et la bielorussie : les dissidents sont de retour ;105 rue curial;paris;75019;75119
maison de larchitecture dile de france;raccord(s) - festival et salon;148 rue du faubourg saint-martin;paris;75010;75110
bibliotheque l'heure joyeuse;club de lecture | graines de lecteurs;6-12 rue des pretres saint severin;paris;75005;75105
lycee jacques-decour;irga (jeux)  kor'sia;12 avenue trudaine;paris;75009;75109
bibliotheque francois villon;rencontre avec murat ozyasar autour de son livre  certifie conforme, histoires de diyarbakir ;81, boulevard de la villette;paris;75010;75110
centre paris anim' mercoeur;stage cuisine;4 rue mercoeur;paris;75011;75111
l'atelier sous les toits;atelier ecriture-collage;84 rue de charenton;paris;75012;75112
studio 104;sibelius / saariaho / nordin, hannu lintu festival manifeste;116 avenue du president kennedy;paris;75016;
auditorium de radio france;"widmann par widmann / mozart, ""jupiter""";116 avenue du president kennedy;paris;75016;
studio 104;sibelius / saariaho / nordin, hannu lintu;116 avenue du president kennedy;paris;75016;
la bellevilloise;musicology;19-21 rue boyer;paris;75020;75120
non renseigne;atelier de fabrication d'un petit jeu en bois;non renseigne;non renseigne;75000;
pan piper paris;gerasonobu;4 impasse lamier;paris;75011;75111
theatre de l'aquarium;soiree de cloture;la cartoucherie - 2 route du champ de manuvre;paris;75012;75112
le baiser sale;jam session animee par caloe #placeauxjeunes;58 rue des lombards;paris;75001;75101
non renseigne;"spectacle ""ruy blas ou la folie des moutons noirs""";non renseigne;non renseigne;75000;
archives de paris - salle paul verlaine;les photographes de l'ecole de paris.;18 boulevard serurier;paris;75019;75119
non renseigne;3537 presente : past bones present flesh future omen;non renseigne;non renseigne;75000;
cite de l'economie;simone veil, un destin europeen;1 place du general catroux;paris;75017;75117
la gaite lyrique;mini code, par colori;3 bis rue papin;paris;75003;75103
mediatheque musicale de paris (mmp);"exposition ""folkways records, un label americain a l'ecoute du monde""";8 porte saint eustache;paris;75001;75101
la petite halle;sotak samba club invite alione calixto - roda;211 avenue jean jaures;paris;75019;75119
mediatheque jean-pierre melville;atelier numerique d'impression 3d;79 rue nationale;paris;75013;75113
mediatheque helene berr;concert repetheque : picpus'inging;70 rue de picpus;paris;75012;75112
supersonic;rebel rebel / la nuit rock 70's du supersonic;9 rue biscornet;paris;75012;75112
16e arrondissement;de trocadero a michel-ange-auteuil, voyage a travers le vieux village de passy;trocadero;paris;75016;
le bal blomet;concert : tierra del sur;33 rue blomet;paris;75015;75115
le bal blomet;pierre bertrand & la caja negra big band;33 rue blomet;paris;75015;75115
institut des cultures d'islam;atelier de creation de poupees et de contes;19, rue leon;paris;75018;75118
philharmonie de paris;olympe la rebelle / orchestre national dile-de-france - isabelle aboulker - violaine fournier - chloe dufresne;221 avenue jean jaures;paris;75019;75119
mpaa/breguet - maison des pratiques artistiques amateurs;rebonds ! atelier danse / basketball  equipe mpaa / breguet;17/19 rue breguet;paris;75011;75111
philharmonie de paris;concert de brahms a ligeti, du romantisme a la modernite;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;sonus ex machina / solistes de lensemble intercontemporain - marc battier - cort lippe - manoury;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;le retour de mo lazare a la philharmonie;221 avenue jean jaures;paris;75019;75119
supersonic;electric feel / nuit indie & modern pop du supersonic;9 rue biscornet;paris;75012;75112
supersonic;folly group  ile de garde;9 rue biscornet;paris;75012;75112
bibliotheque crimee;numeri'kids;42 rue petit;paris;75019;75119
la gaite lyrique;les nouveaux activistes;3 bis rue papin;paris;75003;75103
la gaite lyrique;atelier savoirs numeriques - la fabrique post-internet;3 bis rue papin;paris;75003;75103
depart : fontaine des innocents;jeu de piste a paris : l'enquete des halles;pl. joachim du bellay;paris;75001;75101
parc zoologique de paris;parc zoologique de paris : une saison pleine de sensations;route de la ceinture du lac;paris;75012;75112
fgo-barbara;chien mechant + walter astral en concert a fgo-barbara;1 rue fleury;paris;75018;75118
le baiser sale;"concert : minino garay ""speaking tango""";58 rue des lombards;paris;75001;75101
mediatheque marguerite duras;politeia- presidentielle 2022 - retour sur la campagne electorale;115, rue de bagnolet;paris;75020;75120
le 6b;krumpfest session callout;6-10, quai de seine;saint-denis;93200;
les disquaires;concert de blue jay, aux ambiances jazz funk;6 rue des taillandiers;paris;75011;75111
non renseigne;croisiere cap sur la marne : a la decouverte des paysages de la marne;non renseigne;non renseigne;75000;
bibliotheque parmentier;concert de musiques et danses francaises de la renaissance et du baroque;20 bis avenue parmentier;paris;75011;75111
square des epinettes;concert du big band jazzpotes;9 rue maria deraismes;paris;75017;75117
pavillon de l'arsenal;"[exposition] ""soutenir. ville, architecture et soin""";21 boulevard morland;paris;75004;75104
memorial de la shoah - drancy;les rendez-vous de drancy : parcours de memoire autour de la rafle du vel dhiv;110-112, avenue jean-jaures 93700 drancy;drancy;93701;
square du temple - elie-wiesel;kiosques en fete : choeur d'arti'show chante au square du temple !;64, rue de bretagne;paris;75003;75103
square violet;animation danse et musique mexicaines;4 place violet;paris;75015;75115
musee des arts decoratifs;shocking ! les mondes surrealistes delsa schiaparelli;107 rue de rivoli;paris;75001;75101
creche guynemer;les samedis en famille  creche guynemer;5 rue guynemer;paris;75006;75106
bibliotheque robert sabatier;atelier de danse : louve y es-tu ?;29 rue hermel;paris;75018;75118
studio de l'ermitage;roda de l'ermitage;8 rue de l'ermitage;paris;75020;75120
mediatheque violette leduc;"exposition : ""un portugal : une autre facon de raconter un pays""";18 rue faidherbe;paris;75011;75111
bibliotheque valeyre;heure des histoires sur le theme du portugal;24 rue marguerite de rochechouart;paris;75009;75109
jardins du musee carnavalet - histoire de paris;"""fabula"", un nouveau restaurant ephemere au musee carnavalet";16 rue des francs-bourgeois;paris;75003;75103
hoba;atelier de cuisine mexicaine;44 rue bernard buffet;paris;75017;75117
la maison de la conversation;les cercles de parole a la maison de la conversation;10-12 rue maurice grimaud;paris;75018;75118
fondation cartier-bresson;henri cartier-bresson, l'experience du paysage;79 rue des archives;paris;75003;75103
institut suedois;atelier de tissage a la ceinture;11 rue payenne;paris;75003;75103
le hasard ludique;ultramoule;128 avenue de saint-ouen;paris;75018;75118
mairie du 16e arrondissement;balzac-spiewak le chef-duvre inconnu dhonore de balzac;71, avenue henri martin;paris;75016;
place de la pointe, pantin;who parked the car x barboteur;place de la pointe;pantin;93500;93055
maison du jardinage - pole ressource jardinage urbain;le rendez-vous du jardinier;41,rue paul belmondo;paris;75012;75112
musee de la vie romantique, hotel scheffer-renan;dimanche en famille au musee de la vie romantique;16 rue chaptal;paris;75009;75109
musee cernuschi - musee des arts de l'asie de la ville de paris;visite-animation (5-7 ans) - masque animalier;7 avenue velasquez;paris;75008;75108
musee carnavalet-histoire de paris;atelier enfants : les enseignes de paris;23 rue de sevigne;paris;75003;75103
badaboum;arrdee, le badaboum, octopus;2 rue des taillandiers;paris;75011;75111
kilowatt;union libre festival 2022;18 rue des fusilles;vitry-sur-seine;94400;94081
mediatheque francoise sagan;le samedi des enfants;8 rue leon schwartzenberg;paris;75010;75110
parc floral de paris;muriel grossmann quartet;route de la pyramide;paris;75012;75112
parc floral de paris;anthony joseph septet;route de la pyramide;paris;75012;75112
le carreau du temple;the ballad of genesis and lady jaye  marie losier;2 rue perree;paris;75003;75103
pavillon de l'arsenal;rencontre avec timothee gauvin;21 boulevard morland;paris;75004;75104
le bus des femmes;paris 20e : ou donner vos vetements a paris ?;58 rue des amandiers;paris;75020;75120
le baiser sale;jam session francois constantin;58 rue des lombards;paris;75001;75101
musee de l'homme;sneakers, les baskets entrent au musee;17 place du trocadero et du 11 novembre;paris;75016;
theatre de la ville - espace cardin;tchiloli;1 avenue gabriel;paris;75008;75108
centre paris anim' mercoeur;oenologie;4 rue mercoeur;paris;75011;75111
cirque phenix;41e festival mondial du cirque de demain - reporte en 2023;pelouse de reuilly;paris;75012;75112
bois de boulogne;urgent run paris;carrefour du bout des lacs , 1 route de la muette;paris;75116;75116
theatre du chatelet;les p'tits fauteuils au theatre du chatelet;place du chatelet;paris;75001;75101
mediatheque de la canopee la fontaine;atelier de conversation : francais langue etrangere;10 passage de la canopee;paris;75001;75101
gaite lyrique;capitaine futur a la gaite lyrique;3 bis rue papin;paris;75003;75103
mediatheque de la canopee la fontaine;mercredi jeux video;10 passage de la canopee;paris;75001;75101
theatre halle roublot;contes nigeriens;95 rue roublot;fontenay sous bois;94120;94033
cite de l'architecture et du patrimoine;mini maousse 8. et vogue l'architecture !;1 place du trocadero et du 11 novembre;paris;75016;
bibliotheque vaclav havel;balade criminelle !;26 esplanade nathalie sarraute;paris;75018;75118
palais de la porte doree - musee national de l'histoire de l'immigration;"atelier ""en avant la musique !"" (6-10 ans)";293 av. daumesnil;paris;75012;75112
supersonic;just cant get enough / new wave party du supersonic;9 rue biscornet;paris;75012;75112
mediatheque jean-pierre melville;l'heure du conte des tout-petits;79 rue nationale;paris;75013;75113
mediatheque de la canopee la fontaine;"atelier ""vis ma vie de sourd""";10 passage de la canopee;paris;75001;75101
centre culturel irlandais;"george bolster ""all life communicates""";5 rue des irlandais;paris;75005;75105
philharmonie de paris;opera et politique / la sexualite sur scene, entre letat et le droit;221 avenue jean jaures;paris;75019;75119
centre sportif alfred nakache;stages de danse orientale egyptienne avec anne benveniste;4-12 rue denoyez;paris;75020;75120
explore paris;les balades guidees virtuelles d'explore paris;grand paris;paris;75000;
theatre de la ville - abbesses;an untitled love;31 rue des abbesses;paris;75018;75118
theatre du chatelet;barbe-bleue;1 place du chatelet;paris;75001;75101
non renseigne;videobox 2021-2022;non renseigne;non renseigne;75000;
mediatheque jean-pierre melville;ateliers de conversation fle (francais langue etrangere);79 rue nationale;paris;75013;75113
la table des matieres;atelier d'ecriture;51 rue de l'abbe carton;paris;75014;75114
theatre de l'aquarium;au milieu du desordre;la cartoucherie - 2 route du champ de manuvre;paris;75012;75112
a la folie theatre;stages de theatre pour enfants;6, rue de la folie mericourt;paris;75011;75111
musee d'orsay;musiques et m'omes a orsay;esplanade valery giscard destaing;paris;75007;75107
musee cognac-jay;boilly. chroniques parisiennes (1761-1845);8 rue elzevir;paris;75003;75103
grande galerie de l'evolution, jardin des plantes;l'odyssee sensorielle a la grande galerie de levolution !;36 rue geoffroy saint-hilaire;paris;75005;75105
le baiser sale;#jazzdedemain paco andreo p4ctet;58 rue des lombards;paris;75001;75101
l'institut du monde arabe;"raymond depardon - kamel daoud "" son il dans ma main""";1 rue des fosses-saint-bernard;paris;75005;75105
zenith paris la villette;the libertines en concert au zenith de paris;211 avenue jean jaures;paris;75019;75119
bibliotheque georges brassens;heure du conte petite enfance : samedi 11 juin;38 rue gassendi;paris;75014;75114
musee jean-jacques henner;les papiers de henner. dessins sur supports insolites;43 avenue de villiers;paris;75017;75117
mediatheque violette leduc;"documentaire / ""la lucarne des reves"", de cendrine robelin";18 rue faidherbe;paris;75011;75111
mediatheque de la canopee la fontaine;cafe bd;10 passage de la canopee;paris;75001;75101
non renseigne;stage de pansori et minyo avec min hye-sung;non renseigne;non renseigne;75000;
musee du louvre;stage de dessin du corps humain, des vetements et des plis;rue de rivoli;paris;75001;75101
bibliotheque crimee;"spectacle ""petit printemps""";42 rue petit;paris;75019;75119
le 360 paris music factory;"les pleiades ""mozart, une vie d'opera""";32, rue myrha;paris;75018;75118
theatre darius milhaud;la lettre;80 allee darius milhaud;paris;75019;75119
bibliotheque buffon;1,2,3 raconte-moi ! bibliotheque buffon;15 bis rue buffon;paris;75005;75105
le monfort theatre;dialaw project;parc georges brassens, 106 rue brancion;paris;75015;75115
bibliotheque des litteratures policieres (bilipo);exposition : hommage a michel gourdon, les annees fleuve noir;48 rue cardinal lemoine;paris;75005;75105
bibliotheque forney;enlivrez-vous ! spectacle de cirque poetique;1 rue du figuier;paris;75004;75104
sunset & sunside;"gary lucas ""tribute to jeff buckley""";60 rue des lombards;paris;75001;75101
philharmonie de paris;opera et politique / terreur et terrorisme dans lopera de la seconde moitie du xxe siecle;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;opera et politique / lopera, une entreprise liberaliste;221 avenue jean jaures;paris;75019;75119
philharmonie de paris;opera et politique / lamerique face a son histoire : les operas de john adams;221 avenue jean jaures;paris;75019;75119
supersonic;f*** forever / nuit indie rock 00s du supersonic;9 rue biscornet;paris;75012;75112
le bal blomet;eva slongo - souffle;33 rue blomet;paris;75015;75115
salle verlaine des archives de paris;seminaire : la region parisienne, territoires et cultures;18 boulevard serurier;paris;75019;75119
philharmonie de paris;les classiques repris par rafa blechacz;221 avenue jean jaures;paris;75019;75119
l'institut du monde arabe;expsoition;1 rue des fosses-saint-bernard;paris;75005;75105
sunset & sunside;simon chenet;60 rue des lombards;paris;75001;75101
la gaite lyrique;the magnetic fields;3 bis rue papin;paris;75003;75103
sunset & sunside;"amen viana ""the afrocanalyst""";60 rue des lombards;paris;75001;75101
depart : amphitheatre en pierre dans le square marcel bleustein-blanchet;jeu de piste a paris : la romance de la butte;1 rue de la bonne;paris;75018;75118
centre paris anim' jemmapes;voix sur berges 2022;116, quai de jemmapes;paris;75010;75110
bibliotheque batignolles;bibliotheque hors les murs;18, rue des batignolles;paris;75017;75117
non renseigne;devenez assesseur citoyen pour les elections presidentielle (2ieme tour) et legislatives de 2022;non renseigne;non renseigne;75000;
centre social et culturel 13 pour tous;melville hors les murs;4 place de venitie;paris;75013;75113
centre paris anim' oudine;melville sur les terrasses;5 rue eugene oudine;paris;75013;75113
non renseigne;parcours le corbusier au sud de paris;non renseigne;non renseigne;75000;
fgo-barbara;i like trains + sure en concert a fgo barbara;1 rue fleury;paris;75018;75118
